fixture_id,seed_id,mutation_chain_id,depth,chain_depth,mutation_node_sequence,final_theory_hash,perturbation_class,label,ground_truth_label,repairable,source,split,verifier_status,verifier_config_hash,pair_origin,orbit_id_a,orbit_id_b,generation_depth_a,generation_depth_b,pair_generation_depth_max,pair_generation_depth_delta,pair_swapped,failed_obligation_names,failed_obligation_categories,n_gauge_nodes,n_fields,n_superpotential_terms,max_superpotential_monomial_length,n_r_charge_bearing_fields,input_token_estimate,theory_a_path,theory_b_path
dp0_toric_N3_d1_node0_rank_perturb_02,546189112,dp0_toric:s2500693714:d1:nodes[0]:fe93ce617632,1,1,0,fe93ce617632133e574a70c373485dd484d0a08f099b20bdf3ea26d948e84bb0,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node0_rank_perturb_02.A.json,theories/dp0_toric_N3_d1_node0_rank_perturb_02.B.json
dp0_toric_N3_d1_node1_positive_00,3253169556,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,positive,CERTIFIED,dual,0,dp0_toric,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_positive_00.A.json,theories/dp0_toric_N3_d1_node1_positive_00.B.json
dp0_toric_N3_d1_node1_drop_w_term_00,602080047,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node1_drop_w_term_00.A.json,theories/dp0_toric_N3_d1_node1_drop_w_term_00.B.json
dp0_toric_N3_d1_node1_drop_w_term_01,1797655376,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node1_drop_w_term_01.A.json,theories/dp0_toric_N3_d1_node1_drop_w_term_01.B.json
dp0_toric_N3_d1_node1_drop_w_term_03,2416965410,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node1_drop_w_term_03.A.json,theories/dp0_toric_N3_d1_node1_drop_w_term_03.B.json
dp0_toric_N3_d1_node1_flip_w_sign_00,2094112330,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N3_d1_node1_flip_w_sign_00.A.json,theories/dp0_toric_N3_d1_node1_flip_w_sign_00.B.json
dp0_toric_N3_d1_node1_flip_w_sign_01,2871611728,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N3_d1_node1_flip_w_sign_01.A.json,theories/dp0_toric_N3_d1_node1_flip_w_sign_01.B.json
dp0_toric_N3_d1_node1_r_charge_perturb_00,2166291379,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_r_charge_perturb_00.A.json,theories/dp0_toric_N3_d1_node1_r_charge_perturb_00.B.json
dp0_toric_N3_d1_node1_r_charge_perturb_01,1760586873,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_r_charge_perturb_01.A.json,theories/dp0_toric_N3_d1_node1_r_charge_perturb_01.B.json
dp0_toric_N3_d1_node1_r_charge_perturb_02,3211857466,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_r_charge_perturb_02.A.json,theories/dp0_toric_N3_d1_node1_r_charge_perturb_02.B.json
dp0_toric_N3_d1_node1_r_charge_perturb_03,2070138777,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_r_charge_perturb_03.A.json,theories/dp0_toric_N3_d1_node1_r_charge_perturb_03.B.json
dp0_toric_N3_d1_node1_rank_perturb_00,2179226842,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_rank_perturb_00.A.json,theories/dp0_toric_N3_d1_node1_rank_perturb_00.B.json
dp0_toric_N3_d1_node1_rank_perturb_01,1547470546,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_rank_perturb_01.A.json,theories/dp0_toric_N3_d1_node1_rank_perturb_01.B.json
dp0_toric_N3_d1_node1_rank_perturb_02,4230090699,dp0_toric:s2912636658:d1:nodes[1]:10f3f77959a1,1,1,1,10f3f77959a1e97ab0a95f65c92d2a6fe8d9b997f95827d8dbe206f598dc913c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node1_rank_perturb_02.A.json,theories/dp0_toric_N3_d1_node1_rank_perturb_02.B.json
dp0_toric_N3_d1_node2_positive_00,3505813307,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,positive,CERTIFIED,dual,0,dp0_toric,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_positive_00.A.json,theories/dp0_toric_N3_d1_node2_positive_00.B.json
dp0_toric_N3_d1_node2_drop_w_term_00,3512852534,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node2_drop_w_term_00.A.json,theories/dp0_toric_N3_d1_node2_drop_w_term_00.B.json
dp0_toric_N3_d1_node2_drop_w_term_01,2685778564,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node2_drop_w_term_01.A.json,theories/dp0_toric_N3_d1_node2_drop_w_term_01.B.json
dp0_toric_N3_d1_node2_drop_w_term_02,1089870596,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node2_drop_w_term_02.A.json,theories/dp0_toric_N3_d1_node2_drop_w_term_02.B.json
dp0_toric_N3_d1_node2_drop_w_term_03,147198633,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N3_d1_node2_drop_w_term_03.A.json,theories/dp0_toric_N3_d1_node2_drop_w_term_03.B.json
dp0_toric_N3_d1_node2_flip_w_sign_00,3485681707,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N3_d1_node2_flip_w_sign_00.A.json,theories/dp0_toric_N3_d1_node2_flip_w_sign_00.B.json
dp0_toric_N3_d1_node2_flip_w_sign_03,1326483643,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N3_d1_node2_flip_w_sign_03.A.json,theories/dp0_toric_N3_d1_node2_flip_w_sign_03.B.json
dp0_toric_N3_d1_node2_r_charge_perturb_00,3249151528,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_r_charge_perturb_00.A.json,theories/dp0_toric_N3_d1_node2_r_charge_perturb_00.B.json
dp0_toric_N3_d1_node2_r_charge_perturb_01,4181168787,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_r_charge_perturb_01.A.json,theories/dp0_toric_N3_d1_node2_r_charge_perturb_01.B.json
dp0_toric_N3_d1_node2_r_charge_perturb_02,3184139336,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_r_charge_perturb_02.A.json,theories/dp0_toric_N3_d1_node2_r_charge_perturb_02.B.json
dp0_toric_N3_d1_node2_r_charge_perturb_03,2576282745,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_r_charge_perturb_03.A.json,theories/dp0_toric_N3_d1_node2_r_charge_perturb_03.B.json
dp0_toric_N3_d1_node2_rank_perturb_00,649235949,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_rank_perturb_00.A.json,theories/dp0_toric_N3_d1_node2_rank_perturb_00.B.json
dp0_toric_N3_d1_node2_rank_perturb_01,1317893296,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_rank_perturb_01.A.json,theories/dp0_toric_N3_d1_node2_rank_perturb_01.B.json
dp0_toric_N3_d1_node2_rank_perturb_03,2172199905,dp0_toric:s3642790115:d1:nodes[2]:a34094924ca4,1,1,2,a34094924ca439afa962aaf515d564cc63eb70a2d306fbd857349e0b64301f91,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N3_d1_node2_rank_perturb_03.A.json,theories/dp0_toric_N3_d1_node2_rank_perturb_03.B.json
dp0_toric_N4_d1_node0_positive_00,1631334381,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,positive,CERTIFIED,dual,0,dp0_toric,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_positive_00.A.json,theories/dp0_toric_N4_d1_node0_positive_00.B.json
dp0_toric_N4_d1_node0_drop_w_term_00,2804763807,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N4_d1_node0_drop_w_term_00.A.json,theories/dp0_toric_N4_d1_node0_drop_w_term_00.B.json
dp0_toric_N4_d1_node0_drop_w_term_01,105243162,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N4_d1_node0_drop_w_term_01.A.json,theories/dp0_toric_N4_d1_node0_drop_w_term_01.B.json
