fixture_id,seed_id,mutation_chain_id,depth,chain_depth,mutation_node_sequence,final_theory_hash,perturbation_class,label,ground_truth_label,repairable,source,split,verifier_status,verifier_config_hash,pair_origin,orbit_id_a,orbit_id_b,generation_depth_a,generation_depth_b,pair_generation_depth_max,pair_generation_depth_delta,pair_swapped,failed_obligation_names,failed_obligation_categories,n_gauge_nodes,n_fields,n_superpotential_terms,max_superpotential_monomial_length,n_r_charge_bearing_fields,input_token_estimate,theory_a_path,theory_b_path
dp0_toric_N3_d2_node0_r_charge_perturb_03,977797530,dp0_toric:s1673993583:d2:nodes[0-1]:a92580fb3e96,2,2,0-1,a92580fb3e9672ba7bc6b9064e2196cd98acec9125b2c314b6f9c87524073851,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node0_r_charge_perturb_03.A.json,theories/dp0_toric_N3_d2_node0_r_charge_perturb_03.B.json
dp0_toric_N3_d2_node0_rank_perturb_00,4235529450,dp0_toric:s1673993583:d2:nodes[0-1]:a92580fb3e96,2,2,0-1,a92580fb3e9672ba7bc6b9064e2196cd98acec9125b2c314b6f9c87524073851,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node0_rank_perturb_00.A.json,theories/dp0_toric_N3_d2_node0_rank_perturb_00.B.json
dp0_toric_N3_d2_node0_rank_perturb_01,2670689132,dp0_toric:s1673993583:d2:nodes[0-1]:a92580fb3e96,2,2,0-1,a92580fb3e9672ba7bc6b9064e2196cd98acec9125b2c314b6f9c87524073851,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node0_rank_perturb_01.A.json,theories/dp0_toric_N3_d2_node0_rank_perturb_01.B.json
dp0_toric_N3_d2_node0_rank_perturb_03,1487284253,dp0_toric:s1673993583:d2:nodes[0-1]:a92580fb3e96,2,2,0-1,a92580fb3e9672ba7bc6b9064e2196cd98acec9125b2c314b6f9c87524073851,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node0_rank_perturb_03.A.json,theories/dp0_toric_N3_d2_node0_rank_perturb_03.B.json
dp0_toric_N3_d2_node1_positive_00,2988570945,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,positive,CERTIFIED,dual,0,dp0_toric,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_positive_00.A.json,theories/dp0_toric_N3_d2_node1_positive_00.B.json
dp0_toric_N3_d2_node1_drop_w_term_00,2669940156,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1080,theories/dp0_toric_N3_d2_node1_drop_w_term_00.A.json,theories/dp0_toric_N3_d2_node1_drop_w_term_00.B.json
dp0_toric_N3_d2_node1_drop_w_term_01,2623654828,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1080,theories/dp0_toric_N3_d2_node1_drop_w_term_01.A.json,theories/dp0_toric_N3_d2_node1_drop_w_term_01.B.json
dp0_toric_N3_d2_node1_drop_w_term_03,3176913545,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1081,theories/dp0_toric_N3_d2_node1_drop_w_term_03.A.json,theories/dp0_toric_N3_d2_node1_drop_w_term_03.B.json
dp0_toric_N3_d2_node1_flip_w_sign_03,711199089,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_flip_w_sign_03.A.json,theories/dp0_toric_N3_d2_node1_flip_w_sign_03.B.json
dp0_toric_N3_d2_node1_r_charge_perturb_00,1256459911,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_r_charge_perturb_00.A.json,theories/dp0_toric_N3_d2_node1_r_charge_perturb_00.B.json
dp0_toric_N3_d2_node1_r_charge_perturb_01,4112060589,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_r_charge_perturb_01.A.json,theories/dp0_toric_N3_d2_node1_r_charge_perturb_01.B.json
dp0_toric_N3_d2_node1_r_charge_perturb_02,2872761082,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_r_charge_perturb_02.A.json,theories/dp0_toric_N3_d2_node1_r_charge_perturb_02.B.json
dp0_toric_N3_d2_node1_r_charge_perturb_03,1375922983,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1096,theories/dp0_toric_N3_d2_node1_r_charge_perturb_03.A.json,theories/dp0_toric_N3_d2_node1_r_charge_perturb_03.B.json
dp0_toric_N3_d2_node1_rank_perturb_00,3221974531,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_rank_perturb_00.A.json,theories/dp0_toric_N3_d2_node1_rank_perturb_00.B.json
dp0_toric_N3_d2_node1_rank_perturb_01,3794337849,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_rank_perturb_01.A.json,theories/dp0_toric_N3_d2_node1_rank_perturb_01.B.json
dp0_toric_N3_d2_node1_rank_perturb_02,120589803,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_rank_perturb_02.A.json,theories/dp0_toric_N3_d2_node1_rank_perturb_02.B.json
dp0_toric_N3_d2_node1_rank_perturb_03,1973651762,dp0_toric:s4117104075:d2:nodes[1-2]:a70e091471a0,2,2,1-2,a70e091471a0826f7dc1f50685cb0b28cbd2d8e628a03f818f2113ba000c2186,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node1_rank_perturb_03.A.json,theories/dp0_toric_N3_d2_node1_rank_perturb_03.B.json
dp0_toric_N3_d2_node2_positive_00,2937744783,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,positive,CERTIFIED,dual,0,dp0_toric,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_positive_00.A.json,theories/dp0_toric_N3_d2_node2_positive_00.B.json
dp0_toric_N3_d2_node2_drop_w_term_00,1614186051,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1081,theories/dp0_toric_N3_d2_node2_drop_w_term_00.A.json,theories/dp0_toric_N3_d2_node2_drop_w_term_00.B.json
dp0_toric_N3_d2_node2_drop_w_term_01,3644485135,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1081,theories/dp0_toric_N3_d2_node2_drop_w_term_01.A.json,theories/dp0_toric_N3_d2_node2_drop_w_term_01.B.json
dp0_toric_N3_d2_node2_drop_w_term_02,2800064509,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1081,theories/dp0_toric_N3_d2_node2_drop_w_term_02.A.json,theories/dp0_toric_N3_d2_node2_drop_w_term_02.B.json
dp0_toric_N3_d2_node2_drop_w_term_03,3354411241,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,20,3,24,1080,theories/dp0_toric_N3_d2_node2_drop_w_term_03.A.json,theories/dp0_toric_N3_d2_node2_drop_w_term_03.B.json
dp0_toric_N3_d2_node2_flip_w_sign_00,3750882597,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_flip_w_sign_00.A.json,theories/dp0_toric_N3_d2_node2_flip_w_sign_00.B.json
dp0_toric_N3_d2_node2_r_charge_perturb_00,1002625447,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_r_charge_perturb_00.A.json,theories/dp0_toric_N3_d2_node2_r_charge_perturb_00.B.json
dp0_toric_N3_d2_node2_r_charge_perturb_01,3485506012,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_r_charge_perturb_01.A.json,theories/dp0_toric_N3_d2_node2_r_charge_perturb_01.B.json
dp0_toric_N3_d2_node2_r_charge_perturb_02,3428908228,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_r_charge_perturb_02.A.json,theories/dp0_toric_N3_d2_node2_r_charge_perturb_02.B.json
dp0_toric_N3_d2_node2_r_charge_perturb_03,2971061639,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_r_charge_perturb_03.A.json,theories/dp0_toric_N3_d2_node2_r_charge_perturb_03.B.json
dp0_toric_N3_d2_node2_rank_perturb_00,2295735933,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_rank_perturb_00.A.json,theories/dp0_toric_N3_d2_node2_rank_perturb_00.B.json
dp0_toric_N3_d2_node2_rank_perturb_01,4059086314,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_rank_perturb_01.A.json,theories/dp0_toric_N3_d2_node2_rank_perturb_01.B.json
dp0_toric_N3_d2_node2_rank_perturb_02,1442447610,dp0_toric:s616497653:d2:nodes[2-0]:d064ea8add42,2,2,2-0,d064ea8add42af33e62fab798b33986331d1e2b924ac4218c8d29ce868b878af,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,24,21,3,24,1097,theories/dp0_toric_N3_d2_node2_rank_perturb_02.A.json,theories/dp0_toric_N3_d2_node2_rank_perturb_02.B.json
